Language,Cast1,Cast2,Cast3,Genre1,Genre2,Genre3,Movie_Name,comb
English,Michael Daniel,Rachel Johnson,Aurora Lowe,Horror,unknown,unknown,Sator,Sator English Michael Daniel Rachel Johnson Aurora Lowe Horror unknown unknown
English,Kristen Stewart,Robert Pattinson,Taylor Lautner,Adventure,Fantasy,Drama,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse English Kristen Stewart Robert Pattinson Taylor Lautner Adventure Fantasy Drama
Spanish,Stephanie Cayo,Maxi Iglesias,Wendy Ramos,Comedy,Romance,unknown,Without Saying Goodbye,Without Saying Goodbye Spanish Stephanie Cayo Maxi Iglesias Wendy Ramos Comedy Romance unknown
English,Lucy Ameh,Ali Nuhu,Clarion Chukwurah-Abiola,War,History,Drama,Amina,Amina English Lucy Ameh Ali Nuhu Clarion Chukwurah-Abiola War History Drama
English,Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle,Adventure,Action,Science Fiction,Iron Man 2,Iron Man 2 English Robert Downey Jr. Gwyneth Paltrow Don Cheadle Adventure Action Science Fiction
French,Victor Belmondo,Gérard Lanvin,Yoann Eloundou Noah,Comedy,Drama,unknown,Fly Me Away,Fly Me Away French Victor Belmondo Gérard Lanvin Yoann Eloundou Noah Comedy Drama unknown
French,Noée Abita,Juan Cano,Laure Calamy,Drama,unknown,unknown,Ava,Ava French Noée Abita Juan Cano Laure Calamy Drama unknown unknown
Chinese,Berant Zhu,Regina Lei,Ying-Ru Chen,Horror,Action,unknown,The Sadness,The Sadness Chinese Berant Zhu Regina Lei Ying-Ru Chen Horror Action unknown
Thai,Mario Maurer,Pimchanok Leuwisetpaiboon,Michael S. New,Comedy,Romance,Science Fiction,AI Love You,AI Love You Thai Mario Maurer Pimchanok Leuwisetpaiboon Michael S. New Comedy Romance Science Fiction
English,Tom Holland,Michael Keaton,Robert Downey Jr.,Action,Adventure,Science Fiction,Spider-Man: Homecoming,Spider-Man: Homecoming English Tom Holland Michael Keaton Robert Downey Jr. Action Adventure Science Fiction
English,Vera Farmiga,Patrick Wilson,Lili Taylor,Horror,Thriller,unknown,The Conjuring,The Conjuring English Vera Farmiga Patrick Wilson Lili Taylor Horror Thriller unknown
English,Leonardo DiCaprio,Jonah Hill,Margot Robbie,Crime,Drama,Comedy,The Wolf of Wall Street,The Wolf of Wall Street English Leonardo DiCaprio Jonah Hill Margot Robbie Crime Drama Comedy
Spanish,Andrés Castañeda,Lina Tejeiro,Álvaro Bayona,Comedy,unknown,unknown,Un Rabón Con Corazón,Un Rabón Con Corazón Spanish Andrés Castañeda Lina Tejeiro Álvaro Bayona Comedy unknown unknown
English,Daniel Radcliffe,Rupert Grint,Emma Watson,Fantasy,Adventure,unknown,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2 English Daniel Radcliffe Rupert Grint Emma Watson Fantasy Adventure unknown
English,Luci Christian,David Wald,Emily Neves,Animation,War,Drama,Halo Legends,Halo Legends English Luci Christian David Wald Emily Neves Animation War Drama
English,Bill Skarsgård,James McAvoy,Jessica Chastain,Horror,Fantasy,unknown,It Chapter Two,It Chapter Two English Bill Skarsgård James McAvoy Jessica Chastain Horror Fantasy unknown
English,Jessie T. Usher,J.K. Simmons,Matthew Rhys,Animation,Family,Comedy,Seal Team,Seal Team English Jessie T. Usher J.K. Simmons Matthew Rhys Animation Family Comedy
English,Johnny Knoxville,Steve-O,Chris Pontius,Comedy,Documentary,Action,Jackass 4.5,Jackass 4.5 English Johnny Knoxville Steve-O Chris Pontius Comedy Documentary Action
Japanese,Rica Matsumoto,Ikue Otani,Mayumi Iizuka,Animation,Adventure,Fantasy,Pokemon the Movie: Mewtwo Strikes Back - Evolution,Pokemon the Movie: Mewtwo Strikes Back - Evolution Japanese Rica Matsumoto Ikue Otani Mayumi Iizuka Animation Adventure Fantasy
English,John Goodman,Billy Crystal,Mary Gibbs,Animation,Comedy,Family,"Monsters, Inc.","Monsters, Inc. English John Goodman Billy Crystal Mary Gibbs Animation Comedy Family"
English,Scott Adsit,Ryan Potter,Daniel Henney,Adventure,Family,Animation,Big Hero 6,Big Hero 6 English Scott Adsit Ryan Potter Daniel Henney Adventure Family Animation
English,Rueby Wood,Lisa Kudrow,Joshua Bassett,Music,Family,Comedy,Better Nate Than Ever,Better Nate Than Ever English Rueby Wood Lisa Kudrow Joshua Bassett Music Family Comedy
English,Betty Gilpin,Hilary Swank,Ethan Suplee,Action,Thriller,Horror,The Hunt,The Hunt English Betty Gilpin Hilary Swank Ethan Suplee Action Thriller Horror
English,Tom Hiddleston,Dan Castellaneta,Nancy Cartwright,Animation,Comedy,Family,"The Simpsons: The Good, the Bart, and the Loki","The Simpsons: The Good, the Bart, and the Loki English Tom Hiddleston Dan Castellaneta Nancy Cartwright Animation Comedy Family"
Japanese,Masako Nozawa,Koichi Yamadera,Masakazu Morita,Animation,Action,Science Fiction,Dragon Ball Z: Battle of Gods,Dragon Ball Z: Battle of Gods Japanese Masako Nozawa Koichi Yamadera Masakazu Morita Animation Action Science Fiction
Japanese,Jun Fukushima,Rie Takahashi,Sora Amamiya,Animation,Adventure,Comedy,KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson,KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson Japanese Jun Fukushima Rie Takahashi Sora Amamiya Animation Adventure Comedy
Norwegian,Lisa Teige,Fabian Svegaard Tapia,Ellen Dorrit Petersen,Romance,Drama,unknown,Battle: Freestyle,Battle: Freestyle Norwegian Lisa Teige Fabian Svegaard Tapia Ellen Dorrit Petersen Romance Drama unknown
English,Daniel Radcliffe,Rupert Grint,Emma Watson,Adventure,Fantasy,unknown,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1 English Daniel Radcliffe Rupert Grint Emma Watson Adventure Fantasy unknown
English,Josephine Langford,Hero Fiennes Tiffin,Dylan Sprouse,Romance,Drama,unknown,After We Collided,After We Collided English Josephine Langford Hero Fiennes Tiffin Dylan Sprouse Romance Drama unknown
Japanese,Natsuki Hanae,Mao Ichimichi,Suzuko Mimori,Animation,Action,Thriller,Digimon Adventure: Last Evolution Kizuna,Digimon Adventure: Last Evolution Kizuna Japanese Natsuki Hanae Mao Ichimichi Suzuko Mimori Animation Action Thriller
Korean,Kang Ha-neul,Han Hyo-joo,Lee Kwang-soo,Action,Adventure,Comedy,The Pirates: The Last Royal Treasure,The Pirates: The Last Royal Treasure Korean Kang Ha-neul Han Hyo-joo Lee Kwang-soo Action Adventure Comedy
English,Anne Hathaway,Octavia Spencer,Stanley Tucci,Family,Fantasy,Adventure,Roald Dahl's The Witches,Roald Dahl's The Witches English Anne Hathaway Octavia Spencer Stanley Tucci Family Fantasy Adventure
English,Matthew Broderick,James Earl Jones,Jeremy Irons,Family,Animation,Drama,The Lion King,The Lion King English Matthew Broderick James Earl Jones Jeremy Irons Family Animation Drama
English,Josephine Langford,Hero Fiennes Tiffin,Chance Perdomo,Romance,unknown,unknown,After Ever Happy,After Ever Happy English Josephine Langford Hero Fiennes Tiffin Chance Perdomo Romance unknown unknown
English,unknown,unknown,unknown,Animation,Family,unknown,Far From the Tree,Far From the Tree English unknown unknown unknown Animation Family unknown
English,Rib Hillis,Jennifer Field,Addison Bowman,Horror,Action,unknown,Swim,Swim English Rib Hillis Jennifer Field Addison Bowman Horror Action unknown
English,Justice Smith,Ryan Reynolds,Kathryn Newton,Action,Adventure,Fantasy,Pokémon Detective Pikachu,Pokémon Detective Pikachu English Justice Smith Ryan Reynolds Kathryn Newton Action Adventure Fantasy
English,Isabela Merced,Jake Gyllenhaal,Julianne Moore,Animation,Adventure,Family,Spirit Untamed,Spirit Untamed English Isabela Merced Jake Gyllenhaal Julianne Moore Animation Adventure Family
English,Tom Holland,Samuel L. Jackson,Jake Gyllenhaal,Action,Adventure,Science Fiction,Spider-Man: Far From Home,Spider-Man: Far From Home English Tom Holland Samuel L. Jackson Jake Gyllenhaal Action Adventure Science Fiction
English,Riz Ahmed,Octavia Spencer,Lucian-River Mirage Chauhan,Adventure,Drama,unknown,Encounter,Encounter English Riz Ahmed Octavia Spencer Lucian-River Mirage Chauhan Adventure Drama unknown
English,Eugenio Derbez,Samara Weaving,Ravi Patel,Comedy,unknown,unknown,The Valet,The Valet English Eugenio Derbez Samara Weaving Ravi Patel Comedy unknown unknown
English,Mike Myers,Eddie Murphy,Cameron Diaz,Animation,Comedy,Fantasy,Shrek,Shrek English Mike Myers Eddie Murphy Cameron Diaz Animation Comedy Fantasy
English,Chris Hemsworth,Tom Hiddleston,Cate Blanchett,Action,Adventure,Fantasy,Thor: Ragnarok,Thor: Ragnarok English Chris Hemsworth Tom Hiddleston Cate Blanchett Action Adventure Fantasy
English,Thomas Mann,Oliver Cooper,Jonathan Daniel Brown,Comedy,unknown,unknown,Project X,Project X English Thomas Mann Oliver Cooper Jonathan Daniel Brown Comedy unknown unknown
English,Josephine Langford,Hero Fiennes Tiffin,Shane Paul McGhie,Romance,Drama,unknown,After,After English Josephine Langford Hero Fiennes Tiffin Shane Paul McGhie Romance Drama unknown
English,Marilyn Monroe,Robert F. Kennedy,John F. Kennedy,Documentary,unknown,unknown,The Mystery of Marilyn Monroe: The Unheard Tapes,The Mystery of Marilyn Monroe: The Unheard Tapes English Marilyn Monroe Robert F. Kennedy John F. Kennedy Documentary unknown unknown
English,Chris Evans,Robert Downey Jr.,Scarlett Johansson,Adventure,Action,Science Fiction,Captain America: Civil War,Captain America: Civil War English Chris Evans Robert Downey Jr. Scarlett Johansson Adventure Action Science Fiction
English,Mark Wahlberg,Zooey Deschanel,John Leguizamo,Thriller,Science Fiction,unknown,The Happening,The Happening English Mark Wahlberg Zooey Deschanel John Leguizamo Thriller Science Fiction unknown
Korean,Cha Seung-won,Kim Sung-kyun,Lee Kwang-soo,Comedy,Drama,unknown,Sinkhole,Sinkhole Korean Cha Seung-won Kim Sung-kyun Lee Kwang-soo Comedy Drama unknown
Russian,Tikhon Zhiznevsky,Lyubov Aksyonova,Aleksey Maklakov,Action,Adventure,unknown,Major Grom: Plague Doctor,Major Grom: Plague Doctor Russian Tikhon Zhiznevsky Lyubov Aksyonova Aleksey Maklakov Action Adventure unknown
English,Ray Romano,John Leguizamo,Denis Leary,Animation,Comedy,Family,Ice Age,Ice Age English Ray Romano John Leguizamo Denis Leary Animation Comedy Family
English,Mark Wahlberg,Mila Kunis,Seth MacFarlane,Comedy,Fantasy,unknown,Ted,Ted English Mark Wahlberg Mila Kunis Seth MacFarlane Comedy Fantasy unknown
English,Cole Sprouse,Lana Condor,Mason Gooding,Comedy,Romance,Science Fiction,Moonshot,Moonshot English Cole Sprouse Lana Condor Mason Gooding Comedy Romance Science Fiction
Spanish,Bárbara de Regil,Marianna Burelli,Alberto Guerra,Comedy,unknown,unknown,Crazy About Work,Crazy About Work Spanish Bárbara de Regil Marianna Burelli Alberto Guerra Comedy unknown unknown
English,Elizabeth Gillies,Stephanie Beatriz,Jonathan Banks,Animation,Action,Crime,Catwoman: Hunted,Catwoman: Hunted English Elizabeth Gillies Stephanie Beatriz Jonathan Banks Animation Action Crime
English,Jimmy Wong,John Cho,Constance Wu,Animation,Family,Comedy,Wish Dragon,Wish Dragon English Jimmy Wong John Cho Constance Wu Animation Family Comedy
English,Tom Hanks,Tim Allen,Joan Cusack,Animation,Comedy,Family,Toy Story 2,Toy Story 2 English Tom Hanks Tim Allen Joan Cusack Animation Comedy Family
Japanese,Sumire Uesaka,Yuuichirou Umehara,Yui Ogura,Animation,Adventure,Action,Goblin Slayer: Goblin's Crown,Goblin Slayer: Goblin's Crown Japanese Sumire Uesaka Yuuichirou Umehara Yui Ogura Animation Adventure Action
English,Bella Thorne,Benjamin Mascolo,Sebastiano Pigazzi,Romance,Drama,unknown,Time Is Up,Time Is Up English Bella Thorne Benjamin Mascolo Sebastiano Pigazzi Romance Drama unknown
English,Vin Diesel,Jason Statham,Dwayne Johnson,Action,Crime,Thriller,The Fate of the Furious,The Fate of the Furious English Vin Diesel Jason Statham Dwayne Johnson Action Crime Thriller
English,Ansel Elgort,Rachel Zegler,Rita Moreno,Drama,Romance,Crime,West Side Story,West Side Story English Ansel Elgort Rachel Zegler Rita Moreno Drama Romance Crime
English,Jesse Metcalfe,Bruce Willis,Chad Michael Murray,Crime,Action,Thriller,Fortress,Fortress English Jesse Metcalfe Bruce Willis Chad Michael Murray Crime Action Thriller
Spanish,Camila Sodi,Lucy Paez,Juan Pablo Castaneda,Horror,unknown,unknown,The Exorcism of Carmen Farias,The Exorcism of Carmen Farias Spanish Camila Sodi Lucy Paez Juan Pablo Castaneda Horror unknown unknown
English,Tom Vera,Tom Sizemore,Lee Majors,Action,Drama,Crime,Narco Sub,Narco Sub English Tom Vera Tom Sizemore Lee Majors Action Drama Crime
English,Scott Adkins,Teodora Duhovnikova,Alon Aboutboul,Action,Drama,unknown,Boyka: Undisputed IV,Boyka: Undisputed IV English Scott Adkins Teodora Duhovnikova Alon Aboutboul Action Drama unknown
English,Logan Lerman,Brandon T. Jackson,Alexandra Daddario,Adventure,Fantasy,Family,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief English Logan Lerman Brandon T. Jackson Alexandra Daddario Adventure Fantasy Family
English,Emily Watson,Nick Frost,Jessica Brown Findlay,Animation,Family,unknown,Monster Family 2,Monster Family 2 English Emily Watson Nick Frost Jessica Brown Findlay Animation Family unknown
English,Donald Cline,Jacoba Ballard,Angela Ganote,Documentary,Crime,unknown,Our Father,Our Father English Donald Cline Jacoba Ballard Angela Ganote Documentary Crime unknown
Japanese,Daiki Yamashita,Kenta Miyake,Mirai Shida,Animation,Action,Adventure,My Hero Academia: Two Heroes,My Hero Academia: Two Heroes Japanese Daiki Yamashita Kenta Miyake Mirai Shida Animation Action Adventure
English,Chris Hemsworth,Natalie Portman,Tom Hiddleston,Adventure,Fantasy,Action,Thor,Thor English Chris Hemsworth Natalie Portman Tom Hiddleston Adventure Fantasy Action
English,Paul Bettany,Dennis Quaid,Lucas Black,Horror,Action,Fantasy,Legion,Legion English Paul Bettany Dennis Quaid Lucas Black Horror Action Fantasy
English,Dwayne Johnson,Jason Statham,Idris Elba,Action,Adventure,Comedy,Fast & Furious Presents: Hobbs & Shaw,Fast & Furious Presents: Hobbs & Shaw English Dwayne Johnson Jason Statham Idris Elba Action Adventure Comedy
English,Harrison Ford,Dan Stevens,Colin Woodell,Adventure,Family,Drama,The Call of the Wild,The Call of the Wild English Harrison Ford Dan Stevens Colin Woodell Adventure Family Drama
English,Anya Cooke,Caoimhe Judd,Ashton Leon Frank,Family,Animation,unknown,PAW Patrol: Jet To The Rescue,PAW Patrol: Jet To The Rescue English Anya Cooke Caoimhe Judd Ashton Leon Frank Family Animation unknown
English,Tom Hardy,Michelle Williams,Riz Ahmed,Science Fiction,Action,unknown,Venom,Venom English Tom Hardy Michelle Williams Riz Ahmed Science Fiction Action unknown
English,Kristen Bell,Idina Menzel,Josh Gad,Family,Animation,Adventure,Frozen II,Frozen II English Kristen Bell Idina Menzel Josh Gad Family Animation Adventure
Spanish,Vadhir Derbez,Sofía Espinosa,Fabiola Guajardo,Horror,unknown,unknown,El amarre,El amarre Spanish Vadhir Derbez Sofía Espinosa Fabiola Guajardo Horror unknown unknown
English,Ian McKellen,Martin Freeman,Richard Armitage,Action,Adventure,Fantasy,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies English Ian McKellen Martin Freeman Richard Armitage Action Adventure Fantasy
English,Liam Neeson,Katheryn Winnick,Teresa Ruiz,Action,Thriller,Crime,The Marksman,The Marksman English Liam Neeson Katheryn Winnick Teresa Ruiz Action Thriller Crime
Chinese,Jackie Chan,Yang Yang,Allen Ai Lun,Action,Adventure,Crime,Vanguard,Vanguard Chinese Jackie Chan Yang Yang Allen Ai Lun Action Adventure Crime
English,Nikolaj Coster-Waldau,Joe Cole,Charles Dance,Drama,Adventure,History,Against the Ice,Against the Ice English Nikolaj Coster-Waldau Joe Cole Charles Dance Drama Adventure History
English,Andrew Garfield,Emma Stone,Jamie Foxx,Action,Adventure,Fantasy,The Amazing Spider-Man 2,The Amazing Spider-Man 2 English Andrew Garfield Emma Stone Jamie Foxx Action Adventure Fantasy
English,America Young,Amber Eliese May,Greg Chun,Animation,Music,Family,"Barbie: Big City, Big Dreams","Barbie: Big City, Big Dreams English America Young Amber Eliese May Greg Chun Animation Music Family"
Japanese,Kento Nakajima,Honoka Matsumoto,Kento Nagayama,Romance,Drama,unknown,Love Like the Falling Petals,Love Like the Falling Petals Japanese Kento Nakajima Honoka Matsumoto Kento Nagayama Romance Drama unknown
English,Ayla Rae Neal,Sonya Krueger,Ashley Angione,Animation,Family,unknown,L.O.L. Surprise: The Movie,L.O.L. Surprise: The Movie English Ayla Rae Neal Sonya Krueger Ashley Angione Animation Family unknown
English,Gary Dourdan,Serinda Swan,Andy García,Action,unknown,unknown,Redemption Day,Redemption Day English Gary Dourdan Serinda Swan Andy García Action unknown unknown
English,Patrick Wilson,Vera Farmiga,Madison Wolfe,Horror,Thriller,unknown,The Conjuring 2,The Conjuring 2 English Patrick Wilson Vera Farmiga Madison Wolfe Horror Thriller unknown
English,Daniel Radcliffe,Rupert Grint,Emma Watson,Documentary,unknown,unknown,Harry Potter 20th Anniversary: Return to Hogwarts,Harry Potter 20th Anniversary: Return to Hogwarts English Daniel Radcliffe Rupert Grint Emma Watson Documentary unknown unknown
English,Hugh Jackman,Dakota Goyo,Evangeline Lilly,Action,Science Fiction,Drama,Real Steel,Real Steel English Hugh Jackman Dakota Goyo Evangeline Lilly Action Science Fiction Drama
English,Matthew Lillard,Thea White,Grey DeLisle,Animation,Comedy,Mystery,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog English Matthew Lillard Thea White Grey DeLisle Animation Comedy Mystery
English,Leonardo DiCaprio,Kate Winslet,Billy Zane,Drama,Romance,unknown,Titanic,Titanic English Leonardo DiCaprio Kate Winslet Billy Zane Drama Romance unknown
French,Pio Marmaï,Vimala Pons,Benoît Poelvoorde,Science Fiction,Adventure,Mystery,How I Became a Superhero,How I Became a Superhero French Pio Marmaï Vimala Pons Benoît Poelvoorde Science Fiction Adventure Mystery
English,Chad Michael Murray,Swen Temmel,Bruce Willis,Action,Thriller,Crime,Survive the Game,Survive the Game English Chad Michael Murray Swen Temmel Bruce Willis Action Thriller Crime
Japanese,Bin Shimada,Masako Nozawa,Ryou Horikawa,Animation,Science Fiction,Action,Dragon Ball Z: Broly – The Legendary Super Saiyan,Dragon Ball Z: Broly – The Legendary Super Saiyan Japanese Bin Shimada Masako Nozawa Ryou Horikawa Animation Science Fiction Action
Japanese,Takeru Satoh,Kasumi Arimura,Issey Takahashi,Action,Adventure,Drama,Rurouni Kenshin: The Beginning,Rurouni Kenshin: The Beginning Japanese Takeru Satoh Kasumi Arimura Issey Takahashi Action Adventure Drama
English,Charlie Hunnam,Rinko Kikuchi,Idris Elba,Action,Science Fiction,Adventure,Pacific Rim,Pacific Rim English Charlie Hunnam Rinko Kikuchi Idris Elba Action Science Fiction Adventure
English,Jonathan Majors,Idris Elba,Regina King,Western,unknown,unknown,The Harder They Fall,The Harder They Fall English Jonathan Majors Idris Elba Regina King Western unknown unknown
English,Josh Gad,Chris Williams,Idina Menzel,Animation,Family,Comedy,Once Upon a Snowman,Once Upon a Snowman English Josh Gad Chris Williams Idina Menzel Animation Family Comedy
English,Johnny Depp,Helena Bonham Carter,Emily Watson,Romance,Fantasy,Animation,Corpse Bride,Corpse Bride English Johnny Depp Helena Bonham Carter Emily Watson Romance Fantasy Animation
English,Tyler Perry,Cassi Davis,David Mann,Comedy,unknown,unknown,Tyler Perry's A Madea Homecoming,Tyler Perry's A Madea Homecoming English Tyler Perry Cassi Davis David Mann Comedy unknown unknown
English,Robert Downey Jr.,Terrence Howard,Jeff Bridges,Action,Science Fiction,Adventure,Iron Man,Iron Man English Robert Downey Jr. Terrence Howard Jeff Bridges Action Science Fiction Adventure
Korean,Jun Ji-hyun,Park Byung-eun,Kim Si-a,Drama,Fantasy,Thriller,Kingdom: Ashin of the North,Kingdom: Ashin of the North Korean Jun Ji-hyun Park Byung-eun Kim Si-a Drama Fantasy Thriller
English,Mike Myers,Eddie Murphy,Cameron Diaz,Animation,Family,Comedy,Shrek 2,Shrek 2 English Mike Myers Eddie Murphy Cameron Diaz Animation Family Comedy
Portuguese,Christian Malheiros,Rodrigo Santoro,Bruno Rocha,Drama,Crime,unknown,7 Prisoners,7 Prisoners Portuguese Christian Malheiros Rodrigo Santoro Bruno Rocha Drama Crime unknown
Hindi,Akshay Kumar,Katrina Kaif,Ajay Devgn,Action,Crime,Thriller,Sooryavanshi,Sooryavanshi Hindi Akshay Kumar Katrina Kaif Ajay Devgn Action Crime Thriller
Spanish,Cecilia Suárez,Susana Zabaleta,Mónica Dionne,Comedy,Drama,unknown,"Sex, Shame and Tears 2","Sex, Shame and Tears 2 Spanish Cecilia Suárez Susana Zabaleta Mónica Dionne Comedy Drama unknown"
English,Brad Pitt,Logan Lerman,Michael Peña,War,Drama,Action,Fury,Fury English Brad Pitt Logan Lerman Michael Peña War Drama Action
English,Bret Iwan,Kaitlyn Robrock,Bill Farmer,Animation,unknown,unknown,Mickey and Minnie Wish Upon a Christmas,Mickey and Minnie Wish Upon a Christmas English Bret Iwan Kaitlyn Robrock Bill Farmer Animation unknown unknown
English,Patton Oswalt,Ian Holm,Lou Romano,Animation,Comedy,Family,Ratatouille,Ratatouille English Patton Oswalt Ian Holm Lou Romano Animation Comedy Family
English,Freddie Highmore,Astrid Bergès-Frisbey,Sam Riley,Crime,Action,Thriller,The Vault,The Vault English Freddie Highmore Astrid Bergès-Frisbey Sam Riley Crime Action Thriller
English,Brad Pitt,Mireille Enos,Daniella Kertesz,Action,Drama,Horror,World War Z,World War Z English Brad Pitt Mireille Enos Daniella Kertesz Action Drama Horror
English,Charlotte Vega,Adain Bradley,Bill Sage,Horror,Thriller,unknown,Wrong Turn,Wrong Turn English Charlotte Vega Adain Bradley Bill Sage Horror Thriller unknown
Polish,Mateusz Więcławek,Julia Wieniawa-Narkiewicz,Zofia Wichłacz,Horror,Thriller,Comedy,Nobody Sleeps in the Woods Tonight 2,Nobody Sleeps in the Woods Tonight 2 Polish Mateusz Więcławek Julia Wieniawa-Narkiewicz Zofia Wichłacz Horror Thriller Comedy
English,Michael Greyeyes,Chaske Spencer,Kate Bosworth,Crime,Drama,Thriller,Wild Indian,Wild Indian English Michael Greyeyes Chaske Spencer Kate Bosworth Crime Drama Thriller
English,Justin Hartley,Anson Mount,Laura Bailey,Animation,Science Fiction,Fantasy,Injustice,Injustice English Justin Hartley Anson Mount Laura Bailey Animation Science Fiction Fantasy
English,Owen Wilson,Cristela Alonzo,Chris Cooper,Animation,Adventure,Comedy,Cars 3,Cars 3 English Owen Wilson Cristela Alonzo Chris Cooper Animation Adventure Comedy
English,Tobey Maguire,Willem Dafoe,Kirsten Dunst,Fantasy,Action,unknown,Spider-Man,Spider-Man English Tobey Maguire Willem Dafoe Kirsten Dunst Fantasy Action unknown
English,Laura Marano,Mena Massoud,Chelsie Preston Crayford,Romance,Comedy,unknown,The Royal Treatment,The Royal Treatment English Laura Marano Mena Massoud Chelsie Preston Crayford Romance Comedy unknown
English,Haley Lu Richardson,Cole Sprouse,Moisés Arias,Romance,Drama,unknown,Five Feet Apart,Five Feet Apart English Haley Lu Richardson Cole Sprouse Moisés Arias Romance Drama unknown
English,Tyrese Gibson,John Malkovich,Michael Jai White,Action,Thriller,unknown,Rogue Hostage,Rogue Hostage English Tyrese Gibson John Malkovich Michael Jai White Action Thriller unknown
English,Cristina Rodlo,Marc Menchaca,David Figlioli,Horror,Thriller,Mystery,No One Gets Out Alive,No One Gets Out Alive English Cristina Rodlo Marc Menchaca David Figlioli Horror Thriller Mystery
Japanese,Takuya Eguchi,Masatomo Nakazawa,Shogo Yano,Animation,Drama,Music,Given,Given Japanese Takuya Eguchi Masatomo Nakazawa Shogo Yano Animation Drama Music
Japanese,Kotaro Daigo,Nana Mori,Tsubasa Honda,Animation,Drama,Fantasy,Weathering with You,Weathering with You Japanese Kotaro Daigo Nana Mori Tsubasa Honda Animation Drama Fantasy
Japanese,Masako Nozawa,Mayumi Tanaka,Takeshi Kusao,Animation,Action,Science Fiction,Dragon Ball Z: Broly – Second Coming,Dragon Ball Z: Broly – Second Coming Japanese Masako Nozawa Mayumi Tanaka Takeshi Kusao Animation Action Science Fiction
English,Greg Cipes,Scott Menville,Khary Payton,Animation,Action,Adventure,Teen Titans Go! See Space Jam,Teen Titans Go! See Space Jam English Greg Cipes Scott Menville Khary Payton Animation Action Adventure
English,Vanessa Hudgens,Kimiko Glenn,James Marsden,Animation,Family,Fantasy,My Little Pony: A New Generation,My Little Pony: A New Generation English Vanessa Hudgens Kimiko Glenn James Marsden Animation Family Fantasy
English,Karen Gillan,Lena Headey,Chloe Coleman,Action,Crime,Thriller,Gunpowder Milkshake,Gunpowder Milkshake English Karen Gillan Lena Headey Chloe Coleman Action Crime Thriller
English,Rain,Naomie Harris,Sung Kang,Action,unknown,unknown,Ninja Assassin,Ninja Assassin English Rain Naomie Harris Sung Kang Action unknown unknown
English,Dave Bautista,Ella Purnell,Omari Hardwick,Action,Crime,Horror,Army of the Dead,Army of the Dead English Dave Bautista Ella Purnell Omari Hardwick Action Crime Horror
English,Thomasin McKenzie,Anya Taylor-Joy,Matt Smith,Thriller,Horror,Mystery,Last Night in Soho,Last Night in Soho English Thomasin McKenzie Anya Taylor-Joy Matt Smith Thriller Horror Mystery
English,Guy Pearce,Matilda Anna Ingrid Lutz,Travis Fimmel,Science Fiction,Thriller,Mystery,Zone 414,Zone 414 English Guy Pearce Matilda Anna Ingrid Lutz Travis Fimmel Science Fiction Thriller Mystery
English,Jay Pickett,Michael Welch,Skylar Witte,Western,Action,Thriller,Last Shoot Out,Last Shoot Out English Jay Pickett Michael Welch Skylar Witte Western Action Thriller
English,Megan Fox,Will Arnett,William Fichtner,Science Fiction,Action,Adventure,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles English Megan Fox Will Arnett William Fichtner Science Fiction Action Adventure
English,Ming-Na Wen,Eddie Murphy,BD Wong,Animation,Family,Adventure,Mulan,Mulan English Ming-Na Wen Eddie Murphy BD Wong Animation Family Adventure
English,Joaquin Phoenix,Robert De Niro,Zazie Beetz,Crime,Thriller,Drama,Joker,Joker English Joaquin Phoenix Robert De Niro Zazie Beetz Crime Thriller Drama
English,unknown,unknown,unknown,Action,Science Fiction,War,Halo: Landfall,Halo: Landfall English unknown unknown unknown Action Science Fiction War
English,Will Smith,Charlize Theron,Jason Bateman,Fantasy,Action,unknown,Hancock,Hancock English Will Smith Charlize Theron Jason Bateman Fantasy Action unknown
English,Addison Rae,Tanner Buchanan,Madison Pettis,Romance,Comedy,unknown,He's All That,He's All That English Addison Rae Tanner Buchanan Madison Pettis Romance Comedy unknown
English,Dane DeHaan,Alex Russell,Michael B. Jordan,Science Fiction,Drama,Thriller,Chronicle,Chronicle English Dane DeHaan Alex Russell Michael B. Jordan Science Fiction Drama Thriller
English,Jordan Rodrigues,Jennifer Carpenter,Joel McHale,Animation,Action,Fantasy,Mortal Kombat Legends: Battle of the Realms,Mortal Kombat Legends: Battle of the Realms English Jordan Rodrigues Jennifer Carpenter Joel McHale Animation Action Fantasy
Japanese,Megumi Ogata,Yuko Miyamura,Megumi Hayashibara,Animation,Action,Science Fiction,Evangelion: 3.0+1.0 Thrice Upon a Time,Evangelion: 3.0+1.0 Thrice Upon a Time Japanese Megumi Ogata Yuko Miyamura Megumi Hayashibara Animation Action Science Fiction
